Temperature	0.0uM_1	0.0uM_2	
50.08696	0.227629	0.229538
50.10665	0.228306	0.230212
50.12634	0.228984	0.230886
50.146027	0.229664	0.231563
50.165714	0.230345	0.23224
50.185402	0.231027	0.23292
50.205093	0.23171	0.2336
50.22478	0.232395	0.234282
50.24447	0.233081	0.234966
50.264156	0.233768	0.235651
50.283844	0.234456	0.236337
50.30353	0.235145	0.237025
50.323223	0.235835	0.237714
50.34291	0.236527	0.238405
50.3626	0.23722	0.239098
50.382286	0.237914	0.239792
50.401974	0.23861	0.240487
50.421665	0.239306	0.241184
50.441353	0.240004	0.241882
50.46104	0.240703	0.242582
50.48073	0.241404	0.243284
50.500416	0.242106	0.243986
50.520107	0.242809	0.244691
50.539795	0.243513	0.245397
50.559483	0.244218	0.246104
50.57917	0.244925	0.246813
50.598858	0.245634	0.247523
50.618546	0.246343	0.248235
50.638237	0.247054	0.248948
50.657925	0.247766	0.249663
50.677612	0.24848	0.250379
50.6973	0.249195	0.251097
50.716988	0.249911	0.251816
50.73668	0.250628	0.252537
50.756367	0.251347	0.253259
50.776054	0.252067	0.253983
50.795742	0.252789	0.254708
50.81543	0.253512	0.255435
50.83512	0.254236	0.256164
50.85481	0.254962	0.256893
50.874496	0.255689	0.257624
50.894184	0.256417	0.258357
50.91387	0.257147	0.259091
50.93356	0.257878	0.259827
50.95325	0.25861	0.260564
50.97294	0.259344	0.261303
50.992626	0.260079	0.262043
51.012314	0.260815	0.262785
51.032	0.261552	0.263528
51.051693	0.262292	0.264273
51.07138	0.263032	0.265019
51.09107	0.263773	0.265766
51.110756	0.264516	0.266515
51.130444	0.265261	0.267265
51.150135	0.266006	0.268017
51.169823	0.266753	0.26877
51.18951	0.267501	0.269525
51.209198	0.268251	0.270281
51.228886	0.269002	0.271038
51.248577	0.269754	0.271797
51.268265	0.270507	0.272557
51.287952	0.271262	0.273319
51.30764	0.272018	0.274082
51.327328	0.272775	0.274846
51.347015	0.273534	0.275612
51.366707	0.274294	0.276379
51.386395	0.275056	0.277147
51.406082	0.275818	0.277917
51.42577	0.276582	0.278688
51.445457	0.277348	0.279461
51.46515	0.278115	0.280235
51.484837	0.278883	0.28101
51.504524	0.279652	0.281786
51.52421	0.280423	0.282564
51.5439	0.281195	0.283343
51.56359	0.281968	0.284124
51.58328	0.282743	0.284906
51.602966	0.283519	0.285689
51.622654	0.284297	0.286473
51.64234	0.285075	0.287259
51.66203	0.285856	0.288046
51.68172	0.286637	0.288835
51.70141	0.28742	0.289624
51.721096	0.288204	0.290415
51.740784	0.28899	0.291207
51.76047	0.289777	0.292001
51.780163	0.290565	0.292795
51.79985	0.291354	0.293592
51.81954	0.292145	0.294389
51.839226	0.292938	0.295188
51.858913	0.293731	0.295988
51.878605	0.294526	0.296789
51.898293	0.295323	0.297591
51.91798	0.29612	0.298395
51.937668	0.296919	0.299201
51.957355	0.29772	0.300007
51.977043	0.298521	0.300815
51.996735	0.299325	0.301624
52.016422	0.300129	0.302435
52.03611	0.300935	0.303247
52.055798	0.301742	0.30406
52.075485	0.302551	0.304874
52.095177	0.303361	0.30569
52.114864	0.304172	0.306507
52.134552	0.304985	0.307326
52.15424	0.305799	0.308146
52.173927	0.306615	0.308967
52.19362	0.307431	0.309789
52.213306	0.30825	0.310613
52.232994	0.309069	0.311438
52.25268	0.30989	0.312264
52.27237	0.310712	0.313091
52.29206	0.311536	0.31392
52.31175	0.312361	0.314751
52.331436	0.313187	0.315582
52.351124	0.314015	0.316415
52.37081	0.314844	0.317249
52.3905	0.315674	0.318084
52.41019	0.316505	0.31892
52.42988	0.317338	0.319758
52.449566	0.318172	0.320597
52.469254	0.319008	0.321438
52.48894	0.319844	0.32228
52.508633	0.320682	0.323123
52.52832	0.321521	0.323967
52.548008	0.322362	0.324812
52.567696	0.323203	0.325659
52.587383	0.324046	0.326507
52.607075	0.32489	0.327357
52.626762	0.325736	0.328207
52.64645	0.326582	0.329059
52.666138	0.32743	0.329912
52.685825	0.328279	0.330766
52.705513	0.329129	0.331622
52.725204	0.32998	0.332479
52.744892	0.330832	0.333337
52.76458	0.331686	0.334196
52.784267	0.332541	0.335056
52.803955	0.333396	0.335918
52.823647	0.334254	0.336781
52.843334	0.335112	0.337645
52.86302	0.335971	0.33851
52.88271	0.336832	0.339376
52.902397	0.337693	0.340244
52.92209	0.338556	0.341112
52.941776	0.33942	0.341982
52.961464	0.340285	0.342853
52.98115	0.341151	0.343725
53.00084	0.342018	0.344599
53.020527	0.342887	0.345473
53.04022	0.343757	0.346349
53.059906	0.344628	0.347225
53.079594	0.345499	0.348103
53.09928	0.346373	0.348982
53.11897	0.347247	0.349862
53.13866	0.348122	0.350743
53.158348	0.348999	0.351626
53.178036	0.349877	0.352509
53.197723	0.350756	0.353393
53.21741	0.351636	0.354279
53.237103	0.352517	0.355166
53.25679	0.353399	0.356054
53.276478	0.354282	0.356943
53.296165	0.355167	0.357833
53.315853	0.356052	0.358724
53.335545	0.356939	0.359616
53.355232	0.357827	0.360509
53.37492	0.358716	0.361404
53.394608	0.359606	0.362299
53.414295	0.360497	0.363196
53.433983	0.361389	0.364094
53.453674	0.362283	0.364992
53.473362	0.363177	0.365892
53.49305	0.364072	0.366793
53.512737	0.364969	0.367695
53.532425	0.365866	0.368598
53.552116	0.366765	0.369502
53.571804	0.367665	0.370408
53.59149	0.368565	0.371314
53.61118	0.369467	0.372222
53.630867	0.37037	0.37313
53.65056	0.371274	0.37404
53.670246	0.372179	0.374951
53.689934	0.373085	0.375863
53.70962	0.373992	0.376776
53.72931	0.3749	0.37769
53.748997	0.375809	0.378606
53.76869	0.376719	0.379522
53.788376	0.37763	0.38044
53.808064	0.378542	0.381359
53.82775	0.379455	0.382279
53.84744	0.380369	0.3832
53.86713	0.381284	0.384123
53.886818	0.382201	0.385046
53.906506	0.383118	0.385971
53.926193	0.384036	0.386897
53.94588	0.384956	0.387824
53.965572	0.385876	0.388752
53.98526	0.386797	0.389681
54.004948	0.387719	0.390611
54.024635	0.388643	0.391543
54.044323	0.389567	0.392475
54.06401	0.390492	0.393409
54.083702	0.391419	0.394344
54.10339	0.392346	0.395279
54.123077	0.393274	0.396216
54.142765	0.394203	0.397154
54.162453	0.395133	0.398092
54.182144	0.396065	0.399032
54.20183	0.396996	0.399973
54.22152	0.397929	0.400915
54.241207	0.398863	0.401858
54.260895	0.399798	0.402801
54.280586	0.400734	0.403746
54.300274	0.40167	0.404692
54.31996	0.402608	0.405639
54.33965	0.403546	0.406587
54.359337	0.404485	0.407536
54.37903	0.405425	0.408485
54.398716	0.406366	0.409436
54.418404	0.407308	0.410388
54.43809	0.408251	0.41134
54.45778	0.409194	0.412294
54.477467	0.410138	0.413249
54.497158	0.411083	0.414204
54.516846	0.412029	0.415161
54.536533	0.412976	0.416119
54.55622	0.413924	0.417077
54.57591	0.414872	0.418037
54.5956	0.415822	0.418997
54.615288	0.416772	0.419958
54.634975	0.417723	0.420921
54.654663	0.418674	0.421884
54.67435	0.419627	0.422848
54.694042	0.42058	0.423813
54.71373	0.421534	0.424779
54.733418	0.422489	0.425746
54.753105	0.423445	0.426714
54.772793	0.424401	0.427683
54.79248	0.425358	0.428652
54.812172	0.426317	0.429623
54.83186	0.427275	0.430594
54.851547	0.428235	0.431566
54.871235	0.429195	0.43254
54.890923	0.430156	0.433514
54.910614	0.431118	0.434489
54.9303	0.43208	0.435465
54.94999	0.433043	0.436442
54.969677	0.434007	0.43742
54.989365	0.434972	0.438398
55.009056	0.435938	0.439378
55.028744	0.436904	0.440358
55.04843	0.43787	0.441339
55.06812	0.438838	0.442322
55.087807	0.439806	0.443305
55.107494	0.440775	0.444288
55.127186	0.441745	0.445273
55.146873	0.442715	0.446259
55.16656	0.443686	0.447245
55.18625	0.444657	0.448233
55.205936	0.445629	0.449221
55.225628	0.446602	0.45021
55.245316	0.447576	0.4512
55.265003	0.44855	0.45219
55.28469	0.449525	0.453182
55.30438	0.450501	0.454174
55.32407	0.451477	0.455167
55.343758	0.452454	0.456161
55.363445	0.453431	0.457156
55.383133	0.454409	0.458152
55.40282	0.455388	0.459148
55.422512	0.456367	0.460145
55.4422	0.457347	0.461143
55.461887	0.458328	0.462141
55.481575	0.459309	0.463141
55.501263	0.460291	0.464141
55.52095	0.461274	0.465142
55.54064	0.462257	0.466144
55.56033	0.463241	0.467146
55.580017	0.464225	0.468149
55.599705	0.46521	0.469153
55.619392	0.466195	0.470157
55.639084	0.467181	0.471162
55.65877	0.468168	0.472168
55.67846	0.469155	0.473174
55.698147	0.470143	0.474181
55.717834	0.471131	0.475189
55.737526	0.472119	0.476197
55.757214	0.473108	0.477206
55.7769	0.474098	0.478216
55.79659	0.475088	0.479226
55.816277	0.476078	0.480237
55.835964	0.477069	0.481248
55.855656	0.47806	0.482261
55.875343	0.479052	0.483273
55.89503	0.480044	0.484286
55.91472	0.481036	0.4853
55.934406	0.482029	0.486315
55.954098	0.483022	0.48733
55.973785	0.484015	0.488345
55.993473	0.485008	0.489362
56.01316	0.486002	0.490378
56.03285	0.486997	0.491396
56.05254	0.487991	0.492414
56.072227	0.488986	0.493432
56.091915	0.489981	0.494451
56.111603	0.490977	0.495471
56.13129	0.491972	0.496491
56.150978	0.492968	0.497512
56.17067	0.493965	0.498533
56.190357	0.494961	0.499555
56.210045	0.495958	0.500577
56.229733	0.496955	0.5016
56.24942	0.497953	0.502624
56.26911	0.49895	0.503647
56.2888	0.499948	0.504672
56.308487	0.500947	0.505697
56.328175	0.501945	0.506722
56.347862	0.502944	0.507748
56.367554	0.503943	0.508774
56.38724	0.504942	0.509801
56.40693	0.505942	0.510828
56.426617	0.506942	0.511856
56.446304	0.507942	0.512884
56.465996	0.508943	0.513912
56.485683	0.509943	0.514941
56.50537	0.510945	0.515971
56.52506	0.511946	0.517001
56.544746	0.512947	0.518031
56.564434	0.513949	0.519061
56.584126	0.514951	0.520092
56.603813	0.515954	0.521124
56.6235	0.516956	0.522155
56.64319	0.517959	0.523187
56.662876	0.518962	0.52422
56.682568	0.519965	0.525252
56.702255	0.520968	0.526285
56.721943	0.521972	0.527319
56.74163	0.522975	0.528353
56.76132	0.523979	0.529387
56.78101	0.524983	0.530421
56.800697	0.525988	0.531456
56.820385	0.526992	0.532491
56.840073	0.527997	0.533526
56.85976	0.529001	0.534561
56.879448	0.530006	0.535597
56.89914	0.531011	0.536633
56.918827	0.532016	0.537669
56.938515	0.533021	0.538706
56.958202	0.534027	0.539743
56.97789	0.535032	0.54078
56.99758	0.536038	0.541817
57.01727	0.537044	0.542854
57.036957	0.53805	0.543892
57.056644	0.539056	0.54493
57.076332	0.540062	0.545968
57.096024	0.541068	0.547006
57.11571	0.542075	0.548044
57.1354	0.543081	0.549082
57.155087	0.544088	0.550121
57.174774	0.545095	0.551159
57.19446	0.546102	0.552198
57.214153	0.547109	0.553237
57.23384	0.548116	0.554275
57.25353	0.549123	0.555314
57.273216	0.55013	0.556353
57.292904	0.551137	0.557392
57.312595	0.552145	0.558431
57.332283	0.553152	0.559469
57.35197	0.55416	0.560508
57.37166	0.555168	0.561547
57.391346	0.556175	0.562586
57.411037	0.557183	0.563624
57.430725	0.558191	0.564663
57.450413	0.559198	0.565701
57.4701	0.560206	0.566739
57.489788	0.561214	0.567778
57.50948	0.562222	0.568816
57.529167	0.56323	0.569854
57.548855	0.564237	0.570892
57.568542	0.565245	0.57193
57.58823	0.566253	0.572967
57.607918	0.567261	0.574005
57.62761	0.568268	0.575042
57.647297	0.569275	0.576079
57.666985	0.570283	0.577116
57.686672	0.57129	0.578153
57.70636	0.572297	0.57919
57.72605	0.573304	0.580227
57.74574	0.574311	0.581263
57.765427	0.575318	0.5823
57.785114	0.576325	0.583336
57.804802	0.577332	0.584372
57.824493	0.578338	0.585408
57.84418	0.579344	0.586444
57.86387	0.58035	0.58748
57.883556	0.581357	0.588516
57.903244	0.582363	0.589551
57.92293	0.583368	0.590586
57.942623	0.584374	0.591622
57.96231	0.58538	0.592657
57.982	0.586385	0.593692
58.001686	0.58739	0.594726
58.021374	0.588395	0.595761
58.041065	0.5894	0.596795
58.060753	0.590405	0.597829
58.08044	0.59141	0.598863
58.10013	0.592414	0.599896
58.119816	0.593418	0.60093
58.139507	0.594422	0.601963
58.159195	0.595426	0.602996
58.178883	0.59643	0.604028
58.19857	0.597433	0.605061
58.218258	0.598436	0.606093
58.237946	0.599439	0.607125
58.257637	0.600442	0.608157
58.277325	0.601444	0.609188
58.297012	0.602447	0.610219
58.3167	0.603448	0.61125
58.336388	0.60445	0.61228
58.35608	0.605451	0.61331
58.375767	0.606453	0.61434
58.395454	0.607453	0.61537
58.415142	0.608454	0.616399
58.43483	0.609454	0.617428
58.45452	0.610454	0.618457
58.47421	0.611454	0.619485
58.493896	0.612453	0.620514
58.513584	0.613452	0.621541
58.53327	0.614451	0.622569
58.552963	0.61545	0.623596
58.57265	0.616448	0.624623
58.59234	0.617446	0.625649
58.612026	0.618443	0.626675
58.631714	0.619441	0.627701
58.6514	0.620438	0.628726
58.671093	0.621434	0.629751
58.69078	0.622431	0.630775
58.71047	0.623427	0.631799
58.730156	0.624422	0.632822
58.749844	0.625418	0.633845
58.769535	0.626412	0.634867
58.789223	0.627407	0.635889
58.80891	0.628401	0.63691
58.828598	0.629395	0.63793
58.848286	0.630389	0.63895
58.867977	0.631382	0.63997
58.887665	0.632375	0.640989
58.907352	0.633367	0.642007
58.92704	0.634359	0.643024
58.946728	0.63535	0.644041
58.966415	0.636342	0.645057
58.986107	0.637332	0.646073
59.005795	0.638322	0.647088
59.025482	0.639312	0.648102
59.04517	0.640301	0.649115
59.064857	0.64129	0.650128
59.08455	0.642278	0.651141
59.104237	0.643266	0.652152
59.123924	0.644254	0.653163
59.143612	0.64524	0.654173
59.1633	0.646226	0.655182
59.18299	0.647212	0.656191
59.20268	0.648197	0.657199
59.222366	0.649182	0.658206
59.242054	0.650166	0.659213
59.26174	0.651149	0.660219
59.281433	0.652131	0.661224
59.30112	0.653113	0.662228
59.32081	0.654095	0.663232
59.340496	0.655076	0.664235
59.360184	0.656056	0.665237
59.37987	0.657035	0.666239
59.399563	0.658014	0.66724
59.41925	0.658992	0.668239
59.43894	0.659969	0.669239
59.458626	0.660946	0.670237
59.478313	0.661922	0.671235
59.498005	0.662897	0.672232
59.517693	0.663871	0.673228
59.53738	0.664845	0.674223
59.557068	0.665818	0.675217
59.576756	0.666791	0.676211
59.596447	0.667763	0.677204
59.616135	0.668734	0.678196
59.635822	0.669704	0.679187
59.65551	0.670673	0.680177
59.675198	0.671642	0.681167
59.694885	0.67261	0.682155
59.714577	0.673578	0.683143
59.734264	0.674544	0.68413
59.753952	0.67551	0.685116
59.77364	0.676475	0.686101
59.793327	0.677439	0.687085
59.81302	0.678403	0.688068
59.832706	0.679365	0.68905
59.852394	0.680327	0.690032
59.87208	0.681288	0.691012
59.89177	0.682249	0.691992
59.91146	0.683208	0.69297
59.93115	0.684167	0.693948
59.950836	0.685125	0.694925
59.970524	0.686082	0.695901
59.99021	0.687038	0.696876
60.0099	0.687994	0.697849
60.02959	0.688948	0.698823
60.04928	0.689902	0.699795
60.068966	0.690855	0.700766
60.088654	0.691807	0.701736
60.10834	0.692759	0.702706
60.128033	0.693709	0.703674
60.14772	0.694659	0.704642
60.167408	0.695608	0.705608
60.187096	0.696556	0.706574
60.206783	0.697503	0.707539
60.226475	0.698449	0.708502
60.246162	0.699395	0.709465
60.26585	0.700339	0.710427
60.285538	0.701283	0.711388
60.305225	0.702226	0.712348
60.324917	0.703168	0.713307
60.344604	0.70411	0.714265
60.364292	0.70505	0.715221
60.38398	0.70599	0.716177
60.403667	0.706928	0.717132
60.423355	0.707866	0.718085
60.443047	0.708803	0.719038
60.462734	0.70974	0.719989
60.48242	0.710675	0.720939
60.50211	0.71161	0.721889
60.521797	0.712543	0.722837
60.54149	0.713476	0.723783
60.561176	0.714408	0.724729
60.580864	0.715339	0.725673
60.60055	0.71627	0.726617
60.62024	0.717199	0.727559
60.63993	0.718128	0.728499
60.65962	0.719056	0.729439
60.679306	0.719983	0.730377
60.698994	0.720909	0.731314
60.71868	0.721834	0.732249
60.73837	0.722759	0.733184
60.75806	0.723682	0.734117
60.77775	0.724605	0.735048
60.797436	0.725527	0.735979
60.817123	0.726447	0.736908
60.83681	0.727367	0.737835
60.856503	0.728287	0.738762
60.87619	0.729205	0.739687
60.895878	0.730122	0.740611
60.915565	0.731039	0.741533
60.935253	0.731954	0.742455
60.954945	0.732869	0.743375
60.974632	0.733782	0.744293
60.99432	0.734695	0.745211
61.014008	0.735607	0.746126
61.033695	0.736517	0.747041
61.053383	0.737427	0.747954
61.073074	0.738336	0.748866
61.092762	0.739244	0.749777
61.11245	0.740151	0.750686
61.132137	0.741056	0.751593
61.151825	0.741961	0.7525
61.171516	0.742865	0.753405
61.191204	0.743768	0.754308
61.21089	0.74467	0.75521
61.23058	0.745571	0.756111
61.250267	0.746472	0.757011
61.26996	0.747371	0.757909
61.289646	0.748269	0.758805
61.309334	0.749166	0.7597
61.32902	0.750063	0.760594
61.34871	0.750958	0.761486
61.3684	0.751853	0.762377
61.38809	0.752746	0.763267
61.407776	0.753639	0.764155
61.427464	0.754531	0.765042
61.44715	0.755421	0.765927
61.46684	0.756311	0.766811
61.48653	0.7572	0.767693
61.506218	0.758088	0.768574
61.525906	0.758975	0.769454
61.545593	0.759861	0.770332
61.56528	0.760745	0.771209
61.584972	0.761629	0.772084
61.60466	0.762512	0.772958
61.624348	0.763394	0.773831
61.644035	0.764275	0.774702
61.663723	0.765155	0.775572
61.683414	0.766034	0.77644
61.703102	0.766912	0.777307
61.72279	0.767789	0.778173
61.742477	0.768664	0.779037
61.762165	0.769539	0.7799
61.781853	0.770413	0.780761
61.801544	0.771286	0.781621
61.82123	0.772157	0.78248
61.84092	0.773028	0.783337
61.860607	0.773898	0.784192
61.880295	0.774767	0.785047
61.899986	0.775634	0.785899
61.919674	0.776501	0.786751
61.93936	0.777367	0.787601
61.95905	0.778231	0.788449
61.978737	0.779095	0.789296
61.99843	0.779958	0.790142
62.018116	0.780819	0.790986
62.037804	0.78168	0.791828
62.05749	0.782539	0.79267
62.07718	0.783397	0.793509
62.096867	0.784255	0.794347
62.116558	0.785111	0.795184
62.136246	0.785966	0.796019
62.155933	0.786821	0.796852
62.17562	0.787674	0.797684
62.19531	0.788526	0.798514
62.215	0.789377	0.799342
62.234688	0.790226	0.800169
62.254375	0.791075	0.800994
62.274063	0.791923	0.801818
62.29375	0.79277	0.80264
62.313442	0.793615	0.80346
62.33313	0.79446	0.804279
62.352818	0.795303	0.805096
62.372505	0.796145	0.805911
62.392193	0.796986	0.806725
62.411884	0.797827	0.807537
62.431572	0.798665	0.808348
62.45126	0.799503	0.809157
62.470947	0.80034	0.809964
62.490635	0.801175	0.810769
62.510323	0.80201	0.811573
62.530014	0.802843	0.812375
62.5497	0.803674	0.813175
62.56939	0.804505	0.813974
62.589077	0.805335	0.814772
62.608765	0.806163	0.815567
62.628456	0.80699	0.816361
62.648144	0.807815	0.817153
62.66783	0.80864	0.817944
62.68752	0.809463	0.818733
62.707207	0.810285	0.81952
62.7269	0.811105	0.820306
62.746586	0.811924	0.82109
62.766273	0.812742	0.821873
62.78596	0.813558	0.822653
62.80565	0.814373	0.823432
62.825336	0.815187	0.82421
62.845028	0.815999	0.824985
62.864716	0.81681	0.825759
62.884403	0.81762	0.826532
62.90409	0.818428	0.827302
62.92378	0.819235	0.828071
62.94347	0.82004	0.828839
62.963158	0.820844	0.829604
62.982845	0.821647	0.830368
63.002533	0.822448	0.83113
63.02222	0.823247	0.831891
63.041912	0.824045	0.83265
63.0616	0.824842	0.833407
63.081287	0.825637	0.834163
63.100975	0.826431	0.834916
63.120663	0.827223	0.835669
63.14035	0.828013	0.836419
63.16004	0.828802	0.837168
63.17973	0.82959	0.837915
63.199417	0.830375	0.83866
63.219105	0.83116	0.839404
63.238792	0.831942	0.840146
63.258484	0.832724	0.840886
63.27817	0.833503	0.841624
63.29786	0.834281	0.842361
63.317547	0.835057	0.843096
63.337234	0.835832	0.84383
63.356926	0.836604	0.844562
63.376614	0.837375	0.845292
63.3963	0.838145	0.84602
63.41599	0.838913	0.846747
63.435677	0.839679	0.847472
63.455368	0.840443	0.848196
63.475056	0.841206	0.848918
63.494743	0.841967	0.849638
63.51443	0.842726	0.850356
63.53412	0.843484	0.851073
63.553806	0.844239	0.851788
63.573498	0.844993	0.852501
63.593185	0.845746	0.853213
63.612873	0.846496	0.853923
63.63256	0.847245	0.854631
63.65225	0.847992	0.855338
63.67194	0.848737	0.856043
63.691628	0.849481	0.856747
63.711315	0.850222	0.857448
63.731003	0.850962	0.858148
63.75069	0.8517	0.858847
63.770382	0.852437	0.859543
63.79007	0.853171	0.860238
63.809757	0.853903	0.860931
63.829445	0.854634	0.861623
63.849133	0.855363	0.862312
63.86882	0.85609	0.863
63.88851	0.856815	0.863686
63.9082	0.857538	0.864371
63.927887	0.858259	0.865053
63.947575	0.858978	0.865734
63.967262	0.859696	0.866413
63.986954	0.860411	0.86709
64.00664	0.861125	0.867766
64.02633	0.861836	0.86844
64.04602	0.862546	0.869111
64.065704	0.863254	0.869781
64.085396	0.863959	0.87045
64.10508	0.864663	0.871116
64.12477	0.865365	0.871781
64.14446	0.866065	0.872444
64.16415	0.866763	0.873105
64.18384	0.867459	0.873764
64.20352	0.868153	0.874422
64.22321	0.868845	0.875078
64.242905	0.869535	0.875732
64.26259	0.870222	0.876384
64.28228	0.870908	0.877035
64.30196	0.871592	0.877684
64.321655	0.872274	0.878331
64.34134	0.872954	0.878976
64.36103	0.873631	0.87962
64.38072	0.874307	0.880262
64.400406	0.874981	0.880902
64.4201	0.875652	0.88154
64.43978	0.876322	0.882177
64.45947	0.876989	0.882812
64.479164	0.877655	0.883445
64.49885	0.878318	0.884077
64.51854	0.87898	0.884706
64.53822	0.879639	0.885334
64.557915	0.880296	0.885961
64.57761	0.880952	0.886585
64.59729	0.881605	0.887208
64.61698	0.882256	0.887829
64.636665	0.882905	0.888448
64.65636	0.883553	0.889066
64.67605	0.884198	0.889682
64.69573	0.884841	0.890296
64.71542	0.885482	0.890908
64.73511	0.886121	0.891518
64.7548	0.886758	0.892127
64.77449	0.887393	0.892734
64.794174	0.888026	0.893339
64.813866	0.888657	0.893943
64.83355	0.889286	0.894545
64.85324	0.889913	0.895145
64.87293	0.890537	0.895743
64.89262	0.89116	0.896339
64.91231	0.891781	0.896934
64.93199	0.892399	0.897527
64.95168	0.893016	0.898118
64.971375	0.89363	0.898708
64.99106	0.894243	0.899295
65.01075	0.894853	0.899881
65.03043	0.895461	0.900466
65.050125	0.896067	0.901048
65.06981	0.896671	0.901629
65.0895	0.897273	0.902208
65.10919	0.897873	0.902785
65.128876	0.898471	0.90336
65.14857	0.899067	0.903934
65.16825	0.899661	0.904505
65.18794	0.900253	0.905075
65.207634	0.900843	0.905644
65.22732	0.90143	0.90621
65.24701	0.902016	0.906775
65.26669	0.9026	0.907338
65.286385	0.903182	0.907899
65.306076	0.903762	0.908458
65.32576	0.904339	0.909016
65.34545	0.904915	0.909572
65.365135	0.905489	0.910126
65.38483	0.906061	0.910678
65.40452	0.906631	0.911228
65.4242	0.9072	0.911777
65.44389	0.907766	0.912324
65.46358	0.90833	0.912869
65.48327	0.908892	0.913413
65.50296	0.909453	0.913954
65.522644	0.910011	0.914494
65.542336	0.910568	0.915032
65.56202	0.911123	0.915569
65.58171	0.911676	0.916103
65.6014	0.912227	0.916636
65.621086	0.912776	0.917167
65.64078	0.913323	0.917696
65.66046	0.913868	0.918224
65.68015	0.914412	0.918749
65.699844	0.914954	0.919273
65.71953	0.915494	0.919795
65.73922	0.916031	0.920315
65.7589	0.916568	0.920834
65.778595	0.917102	0.92135
65.79828	0.917634	0.921865
65.81797	0.918165	0.922378
65.83766	0.918694	0.922889
65.857346	0.919221	0.923399
65.87704	0.919746	0.923906
65.89672	0.920269	0.924412
65.91641	0.920791	0.924916
65.936104	0.92131	0.925418
65.95579	0.921828	0.925918
65.97548	0.922344	0.926417
65.99516	0.922858	0.926913
66.014854	0.923371	0.927408
66.034546	0.923881	0.927902
66.05423	0.92439	0.928393
66.07392	0.924897	0.928883
66.093605	0.925402	0.929371
66.1133	0.925905	0.929857
66.13299	0.926406	0.930341
66.15267	0.926906	0.930824
66.17236	0.927404	0.931305
66.19205	0.9279	0.931784
66.21174	0.928394	0.932261
66.23143	0.928887	0.932737
66.251114	0.929377	0.933211
66.270805	0.929866	0.933683
66.29049	0.930353	0.934154
66.31018	0.930838	0.934622
66.32987	0.931322	0.935089
66.349556	0.931803	0.935555
66.36925	0.932283	0.936018
66.38893	0.932761	0.93648
66.40862	0.933238	0.93694
66.42831	0.933712	0.937399
66.448	0.934185	0.937855
66.46769	0.934656	0.93831
66.48737	0.935125	0.938764
66.507065	0.935593	0.939216
66.52675	0.936059	0.939666
66.54644	0.936523	0.940114
66.56613	0.936985	0.940561
66.585815	0.937445	0.941006
66.60551	0.937904	0.941449
66.62519	0.938361	0.941891
66.64488	0.938816	0.942331
66.66457	0.93927	0.942769
66.68426	0.939721	0.943206
66.70395	0.940171	0.94364
66.72363	0.940619	0.944074
66.743324	0.941066	0.944505
66.763016	0.941511	0.944935
66.7827	0.941954	0.945363
66.80239	0.942395	0.945789
66.822075	0.942835	0.946214
66.84177	0.943272	0.946636
66.86146	0.943709	0.947057
66.88114	0.944143	0.947477
66.90083	0.944576	0.947895
66.92052	0.945007	0.948311
66.94021	0.945436	0.948725
66.9599	0.945863	0.949137
66.97958	0.946289	0.949548
66.999275	0.946713	0.949957
67.01896	0.947135	0.950364
67.03865	0.947556	0.950769
67.05834	0.947975	0.951173
67.078026	0.948392	0.951575
67.09772	0.948807	0.951975
67.1174	0.949221	0.952374
67.13709	0.949633	0.95277
67.15678	0.950044	0.953165
67.17647	0.950452	0.953559
67.19616	0.950859	0.95395
67.21584	0.951265	0.95434
67.235535	0.951668	0.954728
67.25522	0.95207	0.955114
67.27491	0.95247	0.955499
67.2946	0.952868	0.955881
67.314285	0.953265	0.956263
67.33398	0.95366	0.956642
67.35366	0.954053	0.95702
67.37335	0.954444	0.957395
67.39304	0.954834	0.957769
67.41273	0.955222	0.958142
67.43242	0.955608	0.958512
67.4521	0.955993	0.958881
67.471794	0.956375	0.959249
67.491486	0.956757	0.959614
67.51117	0.957136	0.959978
67.53086	0.957513	0.96034
67.550545	0.957889	0.9607
67.57024	0.958263	0.961059
67.58993	0.958635	0.961416
67.60961	0.959006	0.961771
67.6293	0.959374	0.962125
67.64899	0.959741	0.962477
67.66868	0.960106	0.962827
67.68837	0.96047	0.963175
67.70805	0.960831	0.963522
67.727745	0.961191	0.963867
67.74743	0.96155	0.96421
67.76712	0.961906	0.964552
67.78681	0.962261	0.964892
67.806496	0.962614	0.96523
67.82619	0.962965	0.965567
67.84587	0.963314	0.965902
67.86556	0.963662	0.966235
67.88525	0.964008	0.966567
67.90494	0.964352	0.966897
67.92463	0.964694	0.967225
67.94431	0.965035	0.967552
67.964005	0.965373	0.967877
67.98369	0.96571	0.9682
68.00338	0.966046	0.968522
68.02307	0.966379	0.968842
68.042755	0.96671	0.96916
68.06245	0.96704	0.969477
68.08213	0.967368	0.969792
68.10182	0.967695	0.970105
68.12151	0.968019	0.970417
68.1412	0.968342	0.970727
68.16089	0.968663	0.971035
68.18057	0.968982	0.971342
68.200264	0.9693	0.971647
68.219955	0.969615	0.97195
68.23964	0.969929	0.972252
68.25933	0.970241	0.972552
68.279015	0.970552	0.97285
68.298706	0.970861	0.973147
68.3184	0.971167	0.973442
68.33808	0.971473	0.973735
68.35777	0.971776	0.974027
68.37746	0.972078	0.974317
68.39715	0.972378	0.974605
68.41684	0.972676	0.974892
